1,33	1,227			
1,62	1,217			
1,63	1,218			
1,64	1,211	1,241		
1,65	1,217	1,241		
1,66	1,218	1,238		
1,67	1,210	1,242		
1,68	1,211	1,242		
1,69	1,211	1,238		
1,70	1,210	1,238		
1,71	1,222	1,238		
1,72	1,222	1,238		
1,73	1,222	1,244		
1,74	1,222	1,245		
1,75	1,210	1,244		
1,76	1,218	1,244		
1,77	1,218	1,242		
1,78	1,223	1,244		
1,79	1,223	1,241		
1,80	1,210	1,244		
1,81	1,210	1,242		
1,82	1,210	1,238		
1,83	1,210	1,238		
1,84	1,210	1,238		
1,85	1,210	1,238		
1,86	1,210	1,238		
1,87	1,210	1,238		
1,88	1,218	1,238		
1,89	1,217	1,238		
1,90	1,210	1,242		
1,91	1,210	1,240		
1,92	1,210	1,238		
1,93	1,210	1,238		
1,94	1,210	1,238		
1,95	1,217	1,238		
1,96	1,218	1,238		
1,97	1,209	1,241		
1,98	1,222	1,240		
1,99	1,211	1,238		
1,100	1,217	1,239		
1,101	1,218	1,238		
1,102	1,221	1,243		
1,103	1,218	1,242		
1,104	1,221	1,239		
1,105	1,218	1,239		
1,106	1,213	1,239		
1,107	1,213	1,239		
1,108	1,218	1,240		
1,109	1,218	1,239		
1,110	1,218	1,240		
1,111	1,218 	1,240		
1,112	1,218 	1,240		
1,113	1,217	1,240		
1,114	1,223	1,240		
1,115	1,218	1,240		
1,116	1,218	1,240		
1,117	1,218	1,240		
1,118	1,217	1,240		
1,119	1,213	1,240		
1,120	1,213	1,240		
1,121	1,213	1,240		
1,122	1,213	1,240		
1,123	1,213	1,240		
1,124	1,213	1,240		
1,125	1,218	1,240		
1,126	1,213	1,240		
1,127	1,224			
1,128	1,224	1,240		
1,129	1,224	1,244		
1,130	1,224	1,244		
1,131	1,224	1,244		
1,132	1,224	1,243		
1,133	1,218	1,244		
1,134	1,218	1,243		
1,135	1,223	1,242		
1,136	1,213	1,242		
1,137	1,221	1,241		
1,138	1,222	1,241		
1,139	1,220	1,245		
1,140	1,217	1,242		
1,141	1,213	1,244		
1,142	1,213	1,244		
1,143	1,216	1,240		
1,144	1,216	1,240		
1,145	1,224	1,239		
1,146	1,224	1,240		
